date,sender,msg_block
2023-03-18 05:56:37+00:00,Alfonso Yuji,ntumun has extra veggies outside lt4 (north spine)
2023-03-19 09:51:15+00:00,V🐴,hi free food at lkc theatre
2023-03-19 16:26:55+00:00,sil,"box of crackers outside student hub at arc, please feel free to take!"
2023-03-20 12:10:00+00:00,Ck,"near lt19, clear by 9pm"
2023-03-23 13:45:24+00:00,NTUFreeFood,"hi! there’s some free bentos at h16 security guard post, supposed to be eaten by 830pm  about 15 packets of malay food, 3 vegetarian"
2023-03-24 09:25:42+00:00,Benjamin Goh,"hello, left 8 packets of tokyo banana expiring today outside hall 3 admin office on top of the security counter"
2023-03-24 11:15:18+00:00,𝖕𝖍𝖔𝖊𝖇𝖊 ❦,"hii free food outside lt 23, consume by 745"
2023-03-25 07:00:02+00:00,Shi Jun,"hi there are 11 boxes of vegetarian food, , around 15 boxes of normal diet, some drinks and pudding available at lkc lt. the bentos are to be consumed by 3pm. so do consume at your own risk if you are eating after 3pm😁"
2023-03-25 07:24:19+00:00,Qi Ying :),free dries figs exp 30 march;hall 8 security table counter there
2023-03-28 04:46:51+00:00,Leanne,"quantity: 9 sets type of food: vegetarian fried rice with edamame (brown rice), stir fry chicken with ginger, grilled fish fillet with creamy tom yum sauce and stir fry brinjal with long beans. comes with sliced apple and packet water. collection venue: research techno plaza borderx block #02-00  to be consumed by: 1.30pm, consumed any later at your own responsibility~"
2023-03-28 08:17:47+00:00,woojy,"hi, free food outside lt3;hello free food + water outside lt4"
2023-03-30 07:59:34+00:00,V🐴,free churros behind prime  lt2a
2023-03-30 09:35:23+00:00,,"**financial literacy workshop   soh**  hey sohumans!  ever wonder what awaits you after graduation? what is success and how to find it? hear from a senior’s account of the ups and downs in life beyond school and how we can better prepare ourselves while we are still students. the workshop comes with a **financial focus to help us better prepare for adulthood**!  📆 30 march (thu) ⏰ 5.30pm - 6.30pm 📍the hive tr+10 💡 free・free pizza and drinks ・open to all ntu students  ⏩ sign up [here](https://forms.gle/xgknqddvccotai9x9), and do commit when you do so!  ------------------------------------------------------- __**about the speaker ** __as a team director, **christopher neo** is passionate in grooming driven individuals with the desire build a career around making a positive difference in the lives around them and in turn, build up their own business units. he has personally mentored advisors from scratch to running business units at the highest level of productivity in the industry."
2023-03-30 10:51:10+00:00,Alina Xia,"soda cracker, noodle, spicy source  lt1a"
2023-03-30 11:50:30+00:00,chenming,free bento and bbt at banyan block 21b clear by 9pm
2023-03-31 09:49:23+00:00,BOZY,hello! free jelly drink in crespion parcel delivery area
2023-03-31 12:41:23+00:00,farahiyah,"there’s 10 packs of rice with chicken curry and 10 packs of green bean porridge (sweet). it is outside sch of eee, opposite lt26/27. please collect by 10pm!"
2023-04-01 04:31:31+00:00,👀👀👀👀👀👀👀👀👀,clear time 1.15pm at adm level 1 (enter thru main doors area)
2023-04-02 04:25:08+00:00,Anushka,lots of cowhead ramen packets kept on the table near vending machine   arc level 1 free to take!
2023-04-03 13:45:24+00:00,Benjamin Goh,"hello, left 1 packet of uncooked and unopened fries and chicken sausages outside hall 3 admin office"
2023-04-04 05:23:53+00:00,An Ni,hi! free popcorn and candy floss for all until 2pm (just nid do a v short survey) at aia canopy near stage area!! 🍿
2023-04-04 07:54:51+00:00,NTUFreeFood,free food at ntu north spine level 2 lt1 foyer next to koufu
2023-04-04 08:14:53+00:00,Wesley,hello!!! come beat the heat with free ice cream outside shhk com lab :)))
2023-04-05 04:11:49+00:00,Mritenya,"hi, lots of free snacks available outside lt 1a. do come collect!!;hi everyone🤗  are you stressed preparing for you exams?  don't worry php got your back. we are giving away welfare dpacks to all ntu members containg exciting snacks and welfare itrms by php from 11pm to 7pm at global lounge.  it is open for all ntu members, come down and collect your packs!!  thanks!"
2023-04-05 05:38:40+00:00,Damian Netto,ntusu has a u-walk event today giving away free ice-cream for doing a quick survey. from 1.30pm - 5pm 1) students who complete the ‘online’ survey can redeem their ice-cream by showing the thank you page. 2) students who do the survey with the ussociates can join the fast queue at redeem their ice cream
2023-04-05 06:11:12+00:00,NTUFreeFood,free food at south spine s4 b5 to be cleared before 2:30pm
2023-04-05 07:35:26+00:00,Diviya,"hi admin, we have about 50+ fruit bowl to give away at nbs graduate studies office, will clear by 5pm"
2023-04-05 08:52:11+00:00,j0rj0r,free food at athena room next to lee wee nam library clearing 5-5.30
2023-04-05 09:51:25+00:00,Alfonso Yuji,coffee and milk available at the soh ug office. help yourselves!
2023-04-05 10:37:08+00:00,HOth,free food at south spine s4 b5 to be cleared before 8pm
2023-04-05 14:48:04+00:00,Aditi Prasad,"bubble tea, ntu hall 8, clear by 12am"
2023-04-06 05:54:51+00:00,Leanne,quantity: 17 sets  type of food: salted egg chicken bento and japanese curry chicken bento collection venue: research techno plaza borderx information counter
2023-04-06 06:12:13+00:00,Jeff,"buffet infront of tct lt ns cleared by 2:30p.m.;hi free food at pavilion tct, just beside lt 7. we have brown nasi briyani rice, chicken chop, and alot of veggies! clearing by 2.40pm"
2023-04-06 09:31:19+00:00,Chee Hang,"hi, there are still many food left outside of spms lt2. to be cleared by 6pm"
2023-04-06 15:01:03+00:00,Josh~,we have some left over udders icecream from our exam welfare giveaway! so pls come down to hall 5 to collect it!
2023-04-10 13:25:18+00:00,Jocelyn Toh,hii there's free food at lhn-lt! please bring your own container if possible!
2023-04-14 10:50:49+00:00,Xanthia,hello i accidentally put the wrong pick up point for cates so now got a box of pad thai at hall 5 cates locker a1 (h5-d008) anybody js go take and help me close the locker ty!
2023-04-15 04:50:30+00:00,NTUFreeFood,food available at ntu campus clubhouse
2023-04-15 05:27:10+00:00,NTUFreeFood,"free food   hss audi 3 vege 6 non-vege, consumed by 13:30 so take at your own risk"
2023-04-19 15:55:42+00:00,Esther See,bread buns rescued fr bakery before closing. hall 4 admin table
2023-04-26 15:51:41+00:00,Esther See,bread buns just rescued fr bakery.  hall 4 admin table
2023-04-27 05:01:50+00:00,Michael Yuhas,bentos outside lt3
2023-04-29 14:11:47+00:00,Bananium,"hi, im giving away salt and sugar, 1 kg packet each, both expiry date is beyond august 2024, already put them on the bench at block 1 hall 2, under the hall 1 & 2 admin office"
2023-04-30 11:26:38+00:00,Bananium,"hi, we are giving away leftover snacks  -cheetos (we cant finish the whole paclet, so we put them in plastic boxes) -life chilli sauces -brands original -a packet of roasted nut  we are going to fly tonight. as we cant finish the food, we decided to give away  location hall 2 block 1 bench, under the admin office"
2023-05-03 13:54:53+00:00,Esther See,bread buns just rescued fr bakery. hall 6 parcel drop off table.
2023-05-04 05:27:04+00:00,¯\_(JY²)_/¯,hi! we’re clearing leftover goodie bags from sns! - free snacks/drinks and misc outside src containers near the basketball courts
2023-05-04 06:25:31+00:00,Haokit,"hii there are around 30 bentos left at graduate college (abn-01b), take at your own risk."
2023-05-04 06:47:06+00:00,¯\_(JY²)_/¯,we’ve moved the bags under the shelter!
2023-05-05 11:29:20+00:00,Yoong Sze,there's free food at lhn-tr+15 (the arc)
2023-05-06 05:47:34+00:00,jessica ☘️,free food at spms mas atrium *until 1pm consume at your own risk bento and pulut hitam
2023-05-06 07:31:35+00:00,pei,around 50 packet meal food (vegetarian in the red plastic bag) at ss benches beside s1. delivered at 12.30pm.
2023-05-06 12:08:13+00:00,pei,buffet + vegetarian buffet at ss concourse. clearing at 9.15pm.
2023-05-09 02:08:02+00:00,NTUFreeFood,"hi good people! 👋  i’m marisa and ntu free food group was my brainchild, with the help of amazing friends we got the telegram group up and running back in 2017!  some context to why this is currently a channel — we were approached by uwave app to turn it to a channel so that they can create a bot to link the channel with the app. which was a great idea bc the bot also provided an automated form that people could fill up with the relevant info that sent to both channel and app.   but boohoo, sis got ghosted after moving ~8k people from the telegram group chat to a brand new channel. and after ~2 years of chasing the people at uwave for an update or well, any sort of accountability, i’ve given up.   **so, here i am — asking for your help!** i’m sure many of you have benefited for this group / channel and maybe even made a friend 🙂 **and if you would like to pay it forward, pm me**, ** marisaalee**, **i’m looking for:**  1. anyone who’s well-versed in telegram bots / software (so we can fix this)  2. anyone who’s got an idea for this telegram group / channel or take this idea and transform it (so we can make this better)  talk soon!"
2023-05-09 04:40:47+00:00,Wei Zhou,"hello, there is free food left over at arc level 2 outside tr+47."
2023-05-10 12:54:28+00:00,NTUFreeFood,free dessert at ntu auditorium hall b (lvl3)?
2023-05-10 14:13:19+00:00,Esther See,bread buns just rescued fr bakery. hall 6 parcel drop off table.
2023-05-11 07:04:22+00:00,Esther See,"mango, jackfruit, sourdough mochi. bbd 3/23 hall 6 parcel drop off table;mango, jackfruit, sourdough mochi. bbd 3/23 hall 6 parcel drop off table"
2023-05-12 05:34:28+00:00,limboonchow,"chicken rice bentos and fruits by 2pm. inside student hub at arc, lhn"
2023-05-13 14:37:19+00:00,fangyuan sha,location: lkc-lt foyer
2023-05-15 05:20:19+00:00,ND19,"hi  free food at the hive, level 2. leftover from department meeting. pls enjoy"
2023-05-17 04:32:31+00:00,Marcus,"hi, buffet outside ntu tcm clinic. before 2pm"
2023-05-17 14:30:17+00:00,Esther See,bread buns just rescued fr bakery. hall 4 parcel drop off table outside admin office
2023-05-20 05:41:10+00:00,Jia Jun Wong,hello! for the ntu free food 14 non veg 1 veg. will be at arc level 2 close to the lift
2023-05-20 06:15:18+00:00,Hansen,free food on lkc function room level b2;vegetarian bentos also available consume by today
2023-05-23 05:22:44+00:00,PHK,arc tr+30 level 1 buffet until 2pm
2023-05-25 05:42:16+00:00,j0rj0r,free food at arc b2 in front of tr+06 clearing by 2.30
2023-05-25 06:08:42+00:00,Chee Hang,"hi, free food at nanyang audi, clearing at 2:30pm"
2023-05-25 07:07:24+00:00,j0rj0r,free food at arc b2 in front of tr+06 clearing by 2.30
2023-05-25 07:46:03+00:00,j0rj0r,free snacks & coffee&tea   arc b2 clearing 4.30pm
2023-05-27 05:41:03+00:00,Vanneshia Swiegl Lee,"hi we have 5 nonveg and 1 veg bento at the arc in front of tr30, consume by 2pm. thanks!"
2023-05-29 04:45:27+00:00,A,we have 3 packets of mushroom agli olio at ase level 1 section c
2023-05-31 04:34:47+00:00,Fred C.,"8 packets of hala bento in level 1 of gaia (curry chicken drumlet, fish, kway teow, cabbage veggie)"
2023-06-03 08:10:43+00:00,Grace Lim,free food  outside the arc tr+30 including vegetarian and non-vegetarian food around 30 plus remaining.
2023-06-10 12:36:45+00:00,NTUFreeFood,location: yunnan corner cleanup time: 10:00 pm all food is halal
2023-06-11 08:24:18+00:00,Felicia,hi! we have some free food (vegetarian) at emb foyer. caterer indicated food to be consumed by 1.45pm. so consume at own’s risk
2023-06-13 04:58:23+00:00,Wes,hello! we are from cee poly outreach! we have a lot bento sets to give away at arc b2. while stock last!
2023-06-16 06:05:55+00:00,jia xuan,hiii there’s free food outside lkc lt!
2023-06-17 07:16:30+00:00,minghan,hi! we have 10 packets of vegetarian bentos at sbs building. utensils provided.
2023-06-17 11:41:55+00:00,Xenon,"6 non-veg bentos outside sac, consume by 8pm, no cutlery"
2023-06-18 05:16:26+00:00,druce,hi there is 7 free packets of chicken cutlet spaghetti at nanyang auditorium   zitamama
2023-06-19 07:50:16+00:00,Yan Ang,"hi team, free food at the arc , outside training room 15, include sesame paste, dumplings, rice and apples. collection at around 4pm."
2023-06-19 11:02:20+00:00,YJ,hi! free food at ntu graduate college;please come and take before 7.30pm;it's halal;have to bring own lunch box to dabao
2023-06-20 05:19:03+00:00,🐆 Haydn 🐆,hi! there is free food catering located at tr 15. will be cleared by 2:30pm! 😊 thank you!
2023-06-22 06:05:18+00:00,YJ,there is free food catering located at tr 15. will be cleared by 2:15pm!  thank you!
2023-06-22 14:21:21+00:00,Esther See,"bread rescued fr bakery, outside hall 4 admin table. pl byob or container."
2023-06-23 04:41:03+00:00,Liv,"free food at lt7, clear by 2pm"
2023-06-23 06:17:34+00:00,Jamie,the arc l1 beside spiral staircase until 2.45pm
2023-07-01 05:09:33+00:00,Hui Jing,free bento box outside lt8. consume by 12.15pm. eat at your own risk
2023-07-03 09:33:22+00:00,Luke,"ntu free food, arc b1"
2023-07-10 05:23:58+00:00,Christine (Seo Hyeong),hi there's free food outside ntu lt4 (toilet side) until 3pm
2023-07-12 05:11:30+00:00,Liv,"croissants and egg tarts, outside can11"
2023-07-13 11:38:56+00:00,kaixuan,"1 bento set, 2 dessert soups, 2 salads at crespion cates delivery point"
2023-07-14 04:15:24+00:00,S,free prata with curry (halal) location : n3-02a-13 counter
2023-07-14 07:06:28+00:00,Hasley Hong,"hi! free food at tct-lt, to be cleared by 4:30pm"
2023-07-15 08:28:41+00:00,Yeo,"hi chicken rice outside shhk auditorium (consume by 3pm, take at own risk)"
2023-07-15 10:00:54+00:00,Gloria,"hi! 20+ packs of poppadoms, hall 8 block 43 level 4 pantry - exp 29 mar 2024"
2023-07-16 08:07:27+00:00,Eugene 💜,"for the ntu free food - on the benches in front of lt9, a huge stash of snacks and milo"
2023-07-17 05:05:18+00:00,renee lee,hello there is food at hss building near liho :) there isnt any plates left but lots of food!!
2023-07-17 05:44:05+00:00,Angela,"fyi, hss foyer only left with rice, noodles and vegetables.  clearing at 2 pm"
2023-07-18 01:21:26+00:00,shu min,there's food outside arc lt!
2023-07-19 04:47:52+00:00,Angela,"fish, prawns, beancurd, mushroom soup and dessert at hss foyer. till 2.30 pm."
2023-07-19 05:59:24+00:00,Jiawenn,hi! we got 12 pax of halal food and 2 vegetarian outside the hive tr52
2023-07-20 04:41:01+00:00,Angela,"bring your own containers. fried rice, beehoon, prawns, eggs, curry chicken and clam chowder."
2023-07-20 05:17:57+00:00,Angela,hss foyer
2023-07-20 12:34:35+00:00,John,buffet food available at sbs foyer. will be cleared by 9pm
2023-07-21 05:23:24+00:00,Angela,"bring your own containers. rice, pad thai, prawns, fish,  chicken and potato salad. hss foyer till 2 pm."
2023-07-22 06:04:18+00:00,yunjie,"helloo we got some leftover fried rice, beehoon and nonya chap chye at the arc, outside tr-25, please bring ur own containers!!   was to be consumed by 1pm, take at ur own risk. will clear by 4pm, thank youu!"
2023-07-25 04:39:10+00:00,Rachel,hello! we have free food outside of lt1a
2023-07-25 12:56:00+00:00,ND19,free food at lkc lt
2023-07-26 11:42:53+00:00,sophia,hi 2 veg bentos at crespion canteen! consume by 7pm so consume at own risk ~
2023-07-27 05:22:52+00:00,Shoee,**white cloth table only
2023-07-27 05:40:01+00:00,Poh Yi,"hi, free bentos, salad and soya pudding at entrepreneurship academy, borderx, research techno plaza."
2023-07-27 07:38:10+00:00,Juu,free food at spms mas atrium;consume by 4pm
2023-07-27 09:11:23+00:00,weijun,"free food outside lt26, please come before 6pm"
2023-07-28 03:41:22+00:00,LY,hi there is a lot of extra cupcakes at the shhk lvl 1 (outside undergrad education office)
2023-07-28 06:57:01+00:00,Gorilla 🦍,"hi we have extra 27 boxes of fried rice, n 2 boxes of vege bento placed outside sac, to be consumed by 1400!!! please take!!!"
2023-07-28 10:01:48+00:00,Poh Yi,"hi, a lot of free non-veg bentos, salad and doughnuts at entrepreneurship academy, borderx, rtp. (consume by 2:30pm, so take at your own risk)"
2023-07-28 12:00:57+00:00,Leanne,buffet spread leftovers at **experimental medicine building **level 3 collaboration space. buffet will be cleared by 8.30pm.
2023-07-29 05:09:38+00:00,Kimberly Wong,"have some rice and noodles at gaia level 2, not many plates left. recommend to bring own container;have some jelly dessert and fruit punch in the same place too"
2023-07-29 05:30:08+00:00,🧞‍♀️,"hi! consume by 2pm, we have 14 bentos at north spine canteen (near the staircase )  :)"
2023-07-29 07:03:51+00:00,c,"hi! we have 30 bentos at tct lt, to be consumed by 2pm. there’s a mix of vegetarian and non-vegetarian options. pls take some, thank you!!"
2023-07-29 07:13:17+00:00,druce,hii we have 35 bento + 4 vegetarian bento outside of koufu
2023-07-29 08:14:14+00:00,Afif,outside lt8 nie  8x nasi sambal goreng
2023-07-29 11:10:03+00:00,druce,hii there are 31 bento + 6 vegetarian bento consume by 8.30pm!  koufu
2023-07-29 12:16:28+00:00,druce,hi again 5 free bento consume by 8.30pm  koufu
2023-07-29 15:04:18+00:00,NTUFreeFood,"outside sac room 35 boxes, consumed best before 830. green stickers are vegetarian"
2023-08-01 04:53:45+00:00,k for kenneth,free food at the arc lvl 2;consume by 2pm
2023-08-01 05:07:20+00:00,Phui Qing,hi there is some extra bento boxes placed at hall 4 admin office;some food left at the hive tr+4 basement 4!
2023-08-01 11:08:43+00:00,Jun Rong,free food at spms lv3 outside of lt2
2023-08-02 04:34:28+00:00,恩,hello free food at hall 2 block 2 outside conference room!;by 1.30!
2023-08-02 04:55:45+00:00,HOth,"free food at gaia building, outside seminar room 2 level 1. to be cleared before 3pm."
2023-08-02 05:04:31+00:00,Phui Qing,hello! we have extra bento boxes placed at hall 4 admin office :)
2023-08-02 06:28:02+00:00,vas,"hi! free bento sets w utensils outside lt2a, consume by 4pm!!"
2023-08-03 05:52:55+00:00,恩,"hello free food at hall 2, block 2 outside conference room!! consume by 2.30 (:"
2023-08-03 06:30:04+00:00,Yun Ning,hi free food at arc b2. clear by 3.30pm
2023-08-03 12:45:59+00:00,vas,"free two boxes of bread (cookies & cream, chocolate), expiring 5th aug at function hall 12"
2023-08-03 15:04:11+00:00,Jiayi,hi there’s free bread expiry 06 aug 2023. collect it at ntu hall 7 admin office
2023-08-04 12:01:03+00:00,S,bento outside lt5. consume by 8pm
2023-08-05 04:42:25+00:00,Amay Jolly,"got many nonveg bentos, veg bentos and fruits for free at south spine b3 benches"
2023-08-05 05:06:24+00:00,Lee Xiangjun,"a lot of bentos here at the benches outside lt 19a;hello, a lot of bento at lt19a consume by 2pm, thanks !;hi! there are 80+ free bento sets and 6 vegetarian bento sets at southspine carpark benches (nbs side)"
2023-08-06 05:56:39+00:00,Limya,hi! we have 25+ non-veg bento sets. placed near the lifts at arc lvl 1. please consume by 2.30pm. thank you!;hello! there are 19 free bento sets at adm benches.;hello! there are free white fungus dessert at adm benches.;hello! there are about 20 free bentos at southspine carpark (along nbs side)! while stocks last!
2023-08-07 02:25:23+00:00,Jeremy,free to take  food left at experimental medicine building lobby. it'll be cleared at 1130
2023-08-07 03:53:04+00:00,Khor Zhi Yi,"hi we have some free food at s4-b1a reading room, consume by 1230pm"
2023-08-07 04:50:51+00:00,dezyrae,"hi there’s free bento sets at wkw benches! 22 standard, 4 veg!!! to be cleared by 1.45pm"
2023-08-07 04:58:59+00:00,yongxin,hello! 14 packets of bento at ss benches nbs side between s4 and s3. consume by 145.
2023-08-07 05:09:14+00:00,Jaze x,hii there are extra 8 vegetarian and many non veg bentos in sbs lobby to be consumed by 2pm!;hello! 11 packets of bento and 3 packets of vegetarian bento at ss benches school of eee side. consume by 145.;outside lt22.   non-veg and veg!  fruits too.
2023-08-07 05:22:02+00:00,poon min,hello! there are 50 bento boxes at ss benches along eee side (1st table closest to canteen)! to be cleared by 1.45pm
2023-08-07 05:43:33+00:00,Mika Yap,hi 13 bentos at spms mas atrium
2023-08-07 10:39:16+00:00,Yash,free food outside the hive tr52
2023-08-07 11:30:16+00:00,ndrea,9 bento boxes at adm lt1a-basement clear by 8pm
2023-08-07 12:36:52+00:00,𝓜𝓲𝓬𝓱𝓪𝓮𝓵 𝓝𝓰,extra pizza and kfc at tct lecture theatre
2023-08-08 04:47:52+00:00,Wei Jie,itea   milk tea w/ pearl grapefruit green tea w/ pomelo  outside lt23
2023-08-08 05:25:25+00:00,Sussus Amaungus,"30ish chicken horfun with soup and 9 vegetarian bee hoon;hi! 29 bentos at wkw benches, 2 veg the rest are standard!!! to be cleared by 1.45pm"
2023-08-08 06:42:44+00:00,Chiew Kitt,outside ss lt 26. bananas and bento set
2023-08-08 07:42:20+00:00,Sophia,free vegetarian bento at upo. consume at own risk as best consumed by 12:45pm
2023-08-08 11:43:42+00:00,bao,"from enitio, outside lt23 benches,  expires 08092023"
2023-08-10 04:16:24+00:00,dezyrae,hi free bentos at wkw benches! to be cleared by 12.45pm
2023-08-10 05:39:56+00:00,Jaze x,hello there are extra veg/non veg bentos in spms lobby beside the lift
2023-08-10 05:59:03+00:00,Michael Yuhas,"free food in front of graduate college, abn"
2023-08-10 07:35:59+00:00,Randall,hello! we have food for about 200 pax  (non-veg) in spms building near lt1! to consume before 530. pls come and take!
2023-08-10 11:23:48+00:00,ndrea,"free bentos at adm lvl 1 14 thai rice with green curry, 12 bolognese, 1 vegetarian bolognese consume by 7:00pm so eat at own risk"
2023-08-11 04:33:05+00:00,Engel 🍖🍳🍞,free mcdonalds chicken ham wrap at wkw lvl 3 benches!
2023-08-11 05:02:33+00:00,WKid,"hello! free food in spms atrium (non veg), consume by 1pm!"
2023-08-11 05:27:23+00:00,Jaze x,7 non-vegetarian halal nasi lemak set at north spine tr+9 !! to be consumed by 2-2.30pm
2023-08-11 06:12:01+00:00,kev,hi free buffet at south spine lt27
2023-08-11 06:50:00+00:00,Charlotte Tan,halal bento with fish benches outside block s4
2023-08-11 07:07:03+00:00,renelyn🍃,location: lt19a food consumed by 2.45pm so its at ur own risk  and its halal
2023-08-11 07:48:54+00:00,keziah (-‿◦),there is free traditional ice cream from  werk.sg at adm ! still have around 130 left !
2023-08-11 09:28:25+00:00,worm,there are some snacks outside lt29!
2023-08-11 11:45:39+00:00,Yvettty,"buffet avail at gaia outside seminar room 2, clearing at 8pm;free food located outside of nanyang auditorium, consumed by 6pm so its at your own risk !"
2023-08-11 13:09:29+00:00,dezyrae,"hi free bentos at wkw benches!;hello! there's free lotus buns at adm basement, 2 trays!"
2023-08-11 14:09:53+00:00,dezyrae,hi free honey cake at wkw benches!
2023-08-12 05:59:08+00:00,Kimberly Wong,free food outside abs seminar room 2
2023-08-13 05:38:14+00:00,Kimberly Wong,"free food outside abs seminar room 2. limited cutlery available, please bring your own container"
2023-08-14 11:15:06+00:00,Angela,free food at arc lt. bring your own plates. clearing at 8 pm.
2023-08-14 12:37:58+00:00,leah,free food outside lt24. clearing at 9pm.
2023-08-16 06:27:47+00:00,sean,hello! free food at lkc level 2
2023-08-16 07:27:02+00:00,Yvettty,"6+2veg bento up for grab, at table outside lwn library (atm area);outside arc reading room"
2023-08-17 06:18:00+00:00,Grace Hoe,"hi, there are 12 bento + 2 vegetarians up for grabs outside south spine lt28. to consume by 2.45pm."
2023-08-17 12:04:09+00:00,Yihan,"hi, there are a lot of excess bentos at lkc lt. best to consume before 2100."
2023-08-17 13:40:51+00:00,shyan,hi! free food at north spine aia canopy;head to global lounge (beside aia canopy stage) to collect by 10pm!
2023-08-18 10:51:57+00:00,Vera,"hi, we have some snacks at lhn-tr+31"
2023-08-18 11:57:13+00:00,Zihao Liu,we have left some snacks after today's meeting in hive tr10. feel free to pick.
2023-08-18 13:31:48+00:00,jia xuan,hiii there’s free food at ns3!
2023-08-19 06:31:39+00:00,Faith,"in fromt of lt2a, four boxes of non-vege food. its supposed to be consumed by 2pm!!"
2023-08-19 11:26:43+00:00,don,"lkc-lt (south spine)  beehoon, fruit-punch, and dessert consume by 9pm"
2023-08-22 07:29:45+00:00,Aldrich,"free food at ntu npcc booth, at northspine aia canopy until 4pm"
2023-08-22 13:26:05+00:00,Jermaine,"hi, we got free food at hall 5 mph;about 16 packets"
2023-08-23 06:01:06+00:00,Elis,"hi! we have food at the hive b1-09, food till 2.30pm"
2023-08-23 13:57:19+00:00,Cheryl,"hiii i currently have vegetarian indian food (rice, curry, some rice cakes)   i can only give away at 11.45 pm when i am back in binjai hall :)"
2023-08-24 13:14:26+00:00,Janeil,"hi guys hall 8 has 20+ bbt left!!!! come to hall 8 comms hall lvl1 to get it  **here's the steps to redeem the free bbt: **1. download partipost & create account on paritpost (do complete the verification!) 2. using instagram, follow capitastar and take a screenshot as proof. then, upload the screenshot on the campaign in partipost !!"
2023-08-24 14:19:08+00:00,Zong Han,"bento, drinks and snacks at adm! will clear by 11! (bento best before 8:30pm)"
2023-08-25 06:20:10+00:00,theresa✨,🍋free lemons and lime   tamarind hall blk 24 lvl 3 lift lobby.  must clear by 6pm today
2023-08-25 10:19:15+00:00,林政谚,"hi, free food outside shhk staff lounge, level 2. access via staircase. food to be consumed by 7:30pm."
2023-08-26 15:35:53+00:00,NTUFreeFood,macaron bits at delivery place crescent hall cleared by tmr morning
2023-08-28 05:20:01+00:00,Shi Min,food at arc level 2 to be cleared by 2pm (28aug)
2023-08-29 13:17:45+00:00,TT,tr 1 hive
